"COM";"REG";"DEP";"LIBCOM";"code_iris";"LIBIRIS";"num";"P14_POP";"longitude";"latitude"
"69265";84;"69";"Ville-sur-Jarnioux";"692650000";"Ville-sur-Jarnioux (commune non iris<e9>e)";6;831;4.59419825;45.9693293503472
"69266";84;"69";"Villeurbanne";"692661101";"Gratte-Ciel";2184;4948;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660402";"Tonkin-Ouest";144;2254;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660201";"Doua";4630;2559;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660903";"Chateau-Gaillard";478;2665;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661403";"Perraliere";5807;2525;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661204";"Gratte-Ciel-Est";2850;3540;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661804";"Poudrette";319;1552;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661002";"Zola-Pressense-Est";519;2882;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660901";"Poulettes-Nord";444;1950;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661303";"Maisons-Neuves";2660;5723;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660103";"Charpenne-Wilson";3265;5616;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661202";"Albert-Thomas";804;1786;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660902";"Les-Poulettes";1181;4376;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660302";"Espace-Central";908;3181;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661502";"Genas";17415;4222;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660401";"Stalingrad";235;0;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661001";"Zola-Pressense-Ouest";906;2489;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661201";"Republique";957;5038;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661302";"Ferrandiere";2012;3939;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661205";"Tolstoi-Nord";1599;3924;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661301";"Tolstoi-Sud";2877;4840;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660101";"Charmettes";1546;3567;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661801";"La-Soie";290;576;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660202";"Onze-Novembre";927;2987;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661802";"Bel-Air";727;2674;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660801";"Saint-Jean";3914;4099;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660403";"Tonkin-Nord";888;2309;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661803";"Les-Brosses";1338;2817;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661203";"Gratte-Ciel-Ouest";215;2402;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661702";"Reguillon";151;3208;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660501";"Croix-Luizet-Ouest";2038;3524;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660102";"Charles-Hernu";1272;4908;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661602";"Bonnevay";1139;3006;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661404";"Pierre-Cacard";939;2453;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660301";"Tonkin-Sud";2065;4358;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660703";"Buers-Sud";263;2305;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660701";"Buers-Est";154;2611;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661703";"Fays-Bon-Coin";848;3216;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661402";"Damidot";1734;2770;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661501";"Grandcl<e9>ment-Blum";2769;4746;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660702";"Buers-Nord";1990;3672;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660601";"Einstein-Salengro";284;2312;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661704";"Fays-Est";1916;1584;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661401";"Droit-de-l-Homme";1005;1670;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661503";"Grandcl<e9>ment";1957;3019;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661601";"Cusset-Ouest";321;2903;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692660502";"Croix-Luizet-Est";1938;2382;4.8898118;45.7720199503763
"69266";84;"69";"Villeurbanne";"692661701";"Jacques Monod";1725;2454;4.8898118;45.7720199503763
"69267";84;"69";"Villi<e9>-Morgon";"692670000";"Villi<e9>-Morgon (commune non iris<e9>e)";466;2084;4.66210065;46.1612636003167
"69268";84;"69";"Vourles";"692680000";"Vourles (commune non iris<e9>e)";614;3296;4.76910355;45.6569185003923
"69269";84;"69";"Yzeron";"692690000";"Yzeron (commune non iris<e9>e)";40;1043;4.60387245;45.7114845003849
"69270";84;"69";"Chaponnay";"692700000";"Chaponnay (commune non iris<e9>e)";1141;3983;4.95835455;45.6315969003957
"69271";84;"69";"Chassieu";"692710101";"Eurexpo Mi Plaine";2353;209;4.96384635;45.7365578503814
"69271";84;"69";"Chassieu";"692710104";"Les Coteaux";299;2380;4.96384635;45.7365578503814
"69271";84;"69";"Chassieu";"692710103";"Chassieu le Haut";581;2787;4.96384635;45.7365578503814
"69271";84;"69";"Chassieu";"692710105";"Tarentelles";99;1484;4.96384635;45.7365578503814
"69271";84;"69";"Chassieu";"692710102";"Chassieu le Bas";1369;3013;4.96384635;45.7365578503814
"69272";84;"69";"Communay";"692720000";"Communay (commune non iris<e9>e)";3924;4179;4.835968;45.5977747504002
"69273";84;"69";"Corbas";"692730104";"Taillis Romanette";352;2900;4.91028845;45.6654549003912
"69273";84;"69";"Corbas";"692730101";"Zone d'Activite";546;1101;4.91028845;45.6654549003912
"69273";84;"69";"Corbas";"692730102";"Balmes Bourlione";511;3352;4.91028845;45.6654549003912
"69273";84;"69";"Corbas";"692730103";"Village Chambarras";991;3593;4.91028845;45.6654549003912
"69275";84;"69";"D<e9>cines-Charpieu";"692750107";"Bonneveau";31;2714;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750104";"Cornavent";109;1948;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750103";"Berthaudieres";545;1624;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750102";"Sablon";713;2611;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750111";"Les-Marais";143;567;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750106";"Charpieu";16357;2234;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750112";"Grand-Large-Montout";1211;815;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750101";"Centre";1129;5137;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750108";"Champ-Blanc";1271;2574;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750110";"La-Soie";271;3418;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750105";"Le-Prainet";164;2897;4.9590241;45.7759406503758
"69275";84;"69";"D<e9>cines-Charpieu";"692750109";"Roosevelt-Wilson";235;669;4.9590241;45.7759406503758
"69276";84;"69";"Feyzin";"692760101";"Les Razes";202;1894;4.85871145;45.6736090503901
"69276";84;"69";"Feyzin";"692760102";"Geraniums Champlantier La Begude";946;5415;4.85871145;45.6736090503901
"69276";84;"69";"Feyzin";"692760103";"Le Bandonnier-Les Maures";99;2074;4.85871145;45.6736090503901
"69277";84;"69";"Genas";"692770102";"Bourg";94;2946;5.01721115;45.7285424503825
"69277";84;"69";"Genas";"692770104";"Vurey";72;2663;5.01721115;45.7285424503825
"69277";84;"69";"Genas";"692770103";"Azieu";358;3626;5.01721115;45.7285424503825
"69277";84;"69";"Genas";"692770101";"Grandes-Terres Revoison";165;3147;5.01721115;45.7285424503825
"69278";84;"69";"Genay";"692780000";"Genay (commune non iris<e9>e)";2716;5322;4.83905825;45.8988699503579
"69279";84;"69";"Jonage";"692790102";"Sud";181;2883;5.037499;45.788655500374
"69279";84;"69";"Jonage";"692790101";"Nord";736;2995;5.037499;45.788655500374
"69280";84;"69";"Jons";"692800000";"Jons (commune non iris<e9>e)";71;1424;5.0793115;45.7977859003727
"69281";84;"69";"Marennes";"692810000";"Marennes (commune non iris<e9>e)";118;1584;4.90969125;45.6248315003966
"69282";84;"69";"Meyzieu";"692820204";"Les-Gaulnes";122;118;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820101";"Le-Rontet";435;2616;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820103";"Le-Carreau-Ouest";702;1910;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820102";"Grand-Large";903;2220;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820501";"Mathiolan";406;4193;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820502";"Le-Trillet";327;1848;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820403";"Les-Plantees";501;3154;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820601";"Les-Marais";20;37;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820203";"Les-Balmes";530;1718;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820301";"Centre";528;4815;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820401";"Les-Panettes";58;78;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820104";"Le-Carreau-Nord";754;2338;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820201";"La-Jacquiere";116;2230;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820402";"Le-Fort";84;1787;5.01129305;45.7783850503754
"69282";84;"69";"Meyzieu";"692820202";"Le-Derippe";478;3162;5.01129305;45.7783850503754
"69283";84;"69";"Mions";"692830103";"Mions-Ouest";134;2122;4.94660645;45.6628693003915
"69283";84;"69";"Mions";"692830104";"Mions-Sud-Est";170;2874;4.94660645;45.6628693003915
"69283";84;"69";"Mions";"692830102";"Mions-Centre";615;4255;4.94660645;45.6628693003915
"69283";84;"69";"Mions";"692830101";"Mions-Nord";1096;3375;4.94660645;45.6628693003915
"69284";84;"69";"Montanay";"692840000";"Montanay (commune non iris<e9>e)";158;3004;4.865689;45.8793562503608
"69285";84;"69";"Pusignan";"692850000";"Pusignan (commune non iris<e9>e)";333;3955;5.0658458;45.7571407503785
"69286";84;"69";"Rillieux-la-Pape";"692860303";"Semailles Sud";290;1872;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860304";"Semailles Nord";2163;1883;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860301";"Velette";158;2093;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860201";"Alagniers Sud";241;2085;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860502";"Village";363;2378;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860302";"Leclerc";2511;3304;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860402";"Alagnier Nord";477;2677;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860401";"Ravel";232;2150;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860202";"Mont Blanc";160;2235;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860101";"Vancia";458;3305;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860501";"Perica-La Roue";461;3125;4.89505275;45.8266290503685
"69286";84;"69";"Rillieux-la-Pape";"692860102";"Crepieux";2020;3421;4.89505275;45.8266290503685
"69287";84;"69";"Saint-Bonnet-de-Mure";"692870101";"Plein Soleil Zone Industrielle";139;3034;5.02407055;45.6974809003868
"69287";84;"69";"Saint-Bonnet-de-Mure";"692870102";"Les Hauts de Saint-Bonnet";1173;3800;5.02407055;45.6974809003868
"69288";84;"69";"Saint-Laurent-de-Mure";"692880000";"Saint-Laurent-de-Mure (commune non iris<e9>e)";660;5397;5.05963715;45.6842071503886
"69289";84;"69";"Saint-Pierre-de-Chandieu";"692890000";"Saint-Pierre-de-Chandieu (commune non iris<e9>e)";236;4581;5.00859295;45.6470893003936
"69290";84;"69";"Saint-Priest";"692900105";"Herriot-Carre Rostand";575;2498;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900602";"Village-Est";163;2249;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900501";"Revaison-Ouest";215;2523;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900601";"Village-Ouest";322;3074;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900702";"Mi-Plaine-Manissieux";730;2233;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900202";"Marendiers";468;2052;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900404";"La-Cordiere";101;2039;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900103";"Diderot-Aliende";94;1797;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900701";"Porte-des-Alpes";1261;1268;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900201";"Fouillouse";674;1825;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900402";"Bel-Air 2";409;3073;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900502";"Revaison-Est";1302;3137;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900102";"Alpes";178;1268;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900302";"Garibaldi";2193;2659;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900405";"Menival-Clairon";55;1642;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900104";"Colette-Plaine de Sayte";656;2058;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900101";"Bellevue";80;1944;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900301";"Cite-Berliet-La Gare";884;3817;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900401";"Bel-Air 1";148;1815;4.9474539;45.7014201503862
"69290";84;"69";"Saint-Priest";"692900403";"Bel-Air 3";378;1475;4.9474539;45.7014201503862
"69291";84;"69";"Saint-Symphorien-d'Ozon";"692910102";"Centre Sud Ouest";184;2982;4.86661685;45.6385411503948
"69291";84;"69";"Saint-Symphorien-d'Ozon";"692910101";"Centre Nord Est";168;2670;4.86661685;45.6385411503948
"69292";84;"69";"Sathonay-Camp";"692920000";"Sathonay-Camp (commune non iris<e9>e)";816;5449;4.87922095;45.8255371003687
"69293";84;"69";"Sathonay-Village";"692930000";"Sathonay-Village (commune non iris<e9>e)";822;2326;4.88574815;45.8393875503667
"69294";84;"69";"S<e9>r<e9>zin-du-Rh<f4>ne";"692940000";"S<e9>r<e9>zin-du-Rh<f4>ne (commune non iris<e9>e)";115;2616;4.82474765;45.6285413003961
"69295";84;"69";"Simandres";"692950000";"Simandres (commune non iris<e9>e)";117;1683;4.8718122;45.6111671003984
"69296";84;"69";"Solaize";"692960000";"Solaize (commune non iris<e9>e)";589;2966;4.83310055;45.6462174503938
"69297";84;"69";"Ternay";"692970000";"Ternay (commune non iris<e9>e)";730;5406;4.80278585;45.6083091003988
"69298";84;"69";"Toussieu";"692980000";"Toussieu (commune non iris<e9>e)";565;2716;4.98188925;45.6585243503921
"69299";84;"69";"Colombier-Saugnieu";"692990000";"Colombier-Saugnieu (commune non iris<e9>e)";4994;2529;5.1085008;45.717368450384
"73001";84;"73";"Aiguebelette-le-Lac";"730010000";"Aiguebelette-le-Lac (commune non iris<e9>e)";271;253;5.811393;45.5446642004071
"73002";84;"73";"Aiguebelle";"730020000";"Aiguebelle (commune non iris<e9>e)";70;1158;6.3036712;45.5332295004086
"73003";84;"73";"Aigueblanche";"730030000";"Aigueblanche (commune non iris<e9>e)";136;3118;6.51784335;45.5205414004102
"73004";84;"73";"Aillon-le-Jeune";"730040000";"Aillon-le-Jeune (commune non iris<e9>e)";143;436;6.0863112;45.6032244503995
"73005";84;"73";"Aillon-le-Vieux";"730050000";"Aillon-le-Vieux (commune non iris<e9>e)";10;175;6.07968735;45.6528978003929
"73006";84;"73";"Aime-la-Plagne";"730060000";"Aime-la-Plagne (commune non iris<e9>e)";1039;4421;6.6118683;45.5661532004042
"73007";84;"73";"Aiton";"730070000";"Aiton (commune non iris<e9>e)";123;1727;6.25431705;45.5758633004031
"73008";84;"73";"Aix-les-Bains";"730080302";"Saint-Simond";48;2104;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080301";"Lafin";137;2216;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080401";"Tir aux Pigeons";525;2794;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080204";"Quartier Lepic";455;2272;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080403";"Marlioz";249;2846;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080202";"Rondeau-Bord du Lac";909;3834;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080102";"Centre Ville-Sud";506;2889;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080101";"Centre Ville-Nord";884;4377;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080402";"Chantemerle-Saint-Pol";105;1999;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080203";"Italie-Jacotot";95;2718;5.90457195;45.6943070503872
"73008";84;"73";"Aix-les-Bains";"730080201";"Memard-Corsuet";172;2241;5.90457195;45.6943070503872
"73010";84;"73";"Entrelacs";"730100000";"Entrelacs (commune non iris<e9>e)";174;5920;5.9118246;45.7863565503742
"73011";84;"73";"Albertville";"730110101";"Conflans";681;3126;6.410007;45.6646781503913
"73011";84;"73";"Albertville";"730110103";"Saint-Sigismond";200;3795;6.410007;45.6646781503913
"73011";84;"73";"Albertville";"730110102";"Centre Ville";748;3575;6.410007;45.6646781503913
"73011";84;"73";"Albertville";"730110104";"Jean Jaur<e8>s-Jean Moulin-Ripaille";115;2131;6.410007;45.6646781503913
"73011";84;"73";"Albertville";"730110105";"Val des Roses";488;2605;6.410007;45.6646781503913
"73011";84;"73";"Albertville";"730110106";"Plaine d'Albertville";371;3717;6.410007;45.6646781503913
"73012";84;"73";"Albiez-le-Jeune";"730120000";"Albiez-le-Jeune (commune non iris<e9>e)";13;146;6.35861765;45.2398535504436
"73013";84;"73";"Albiez-Montrond";"730130000";"Albiez-Montrond (commune non iris<e9>e)";226;386;6.34286375;45.1894863004489
"73014";84;"73";"Allondaz";"730140000";"Allondaz (commune non iris<e9>e)";1;256;6.37141515;45.710181250385
"73015";84;"73";"Les Allues";"730150000";"Les Allues (commune non iris<e9>e)";38033;1866;6.592892;45.3641420004291
"73017";84;"73";"Apremont";"730170000";"Apremont (commune non iris<e9>e)";77;1010;5.9373492;45.4998608004128
"73018";84;"73";"Arbin";"730180000";"Arbin (commune non iris<e9>e)";8;807;6.07339125;45.5114181504114
"73019";84;"73";"Argentine";"730190000";"Argentine (commune non iris<e9>e)";23;947;6.33380905;45.4939659004136
"73020";84;"73";"Arith";"730200000";"Arith (commune non iris<e9>e)";21;435;6.06119875;45.7237923003831
"73021";84;"73";"Arvillard";"730210000";"Arvillard (commune non iris<e9>e)";38;842;6.15622955;45.4014842004249
"73022";84;"73";"Attignat-Oncin";"730220000";"Attignat-Oncin (commune non iris<e9>e)";216;534;5.78251025;45.5150887004109
"73023";84;"73";"Aussois";"730230000";"Aussois (commune non iris<e9>e)";378;644;6.72648775;45.2480851004426
"73024";84;"73";"Les Avanchers-Valmorel";"730240000";"Les Avanchers-Valmorel (commune non iris<e9>e)";1170;755;6.44300825;45.4631174004174
"73025";84;"73";"Avressieux";"730250000";"Avressieux (commune non iris<e9>e)";43;515;5.69678705;45.5739191004034
"73026";84;"73";"Avrieux";"730260000";"Avrieux (commune non iris<e9>e)";33;401;6.7526128;45.1859892504493
"73027";84;"73";"Ayn";"730270000";"Ayn (commune non iris<e9>e)";7;356;5.75170105;45.5724758004036
"73028";84;"73";"La Balme";"730280000";"La Balme (commune non iris<e9>e)";17;285;5.70612845;45.6763775503896
"73029";84;"73";"Barberaz";"730290000";"Barberaz (commune non iris<e9>e)";1270;4617;5.93877625;45.5528581504061
"73030";84;"73";"Barby";"730300000";"Barby (commune non iris<e9>e)";890;3326;5.98151855;45.5705340504038
"73031";84;"73";"Bassens";"730310000";"Bassens (commune non iris<e9>e)";198;4012;5.938667;45.5819987004023
"73032";84;"73";"La B<e2>thie";"730320000";"La B<e2>thie (commune non iris<e9>e)";45;2158;6.4810012;45.6324297503956
"73033";84;"73";"La Bauche";"730330000";"La Bauche (commune non iris<e9>e)";6;518;5.77103045;45.4812949504152
"73034";84;"73";"Beaufort";"730340000";"Beaufort (commune non iris<e9>e)";626;2115;6.60237295;45.6871217503881
"73036";84;"73";"Bellecombe-en-Bauges";"730360000";"Bellecombe-en-Bauges (commune non iris<e9>e)";13;662;6.1451669;45.7367324003813
"73039";84;"73";"Belmont-Tramonet";"730390000";"Belmont-Tramonet (commune non iris<e9>e)";99;567;5.6792816;45.5676829004042
"73040";84;"73";"Bessans";"730400000";"Bessans (commune non iris<e9>e)";437;343;7.0472524;45.2885836004379
"73041";84;"73";"Betton-Bettonet";"730410000";"Betton-Bettonet (commune non iris<e9>e)";77;306;6.18439795;45.5289022004091
"73042";84;"73";"Billi<e8>me";"730420000";"Billi<e8>me (commune non iris<e9>e)";4;267;5.81523825;45.7179665503839
"73043";84;"73";"La Biolle";"730430000";"La Biolle (commune non iris<e9>e)";19;2267;5.91745185;45.7561030503786
"73045";84;"73";"Le Bois";"730450000";"Le Bois (commune non iris<e9>e)";3;419;6.5000867;45.4837046504149
"73046";84;"73";"Bonneval";"730460000";"Bonneval (commune non iris<e9>e)";8;106;6.4275367;45.5171744004106
"73047";84;"73";"Bonneval-sur-Arc";"730470000";"Bonneval-sur-Arc (commune non iris<e9>e)";743;251;7.092006;45.3806781004274
"73048";84;"73";"Bonvillard";"730480000";"Bonvillard (commune non iris<e9>e)";18;352;6.3288981;45.5848319004019
"73049";84;"73";"Bonvillaret";"730490000";"Bonvillaret (commune non iris<e9>e)";2;137;6.3183025;45.5623002504049
"73050";84;"73";"Bourdeau";"730500000";"Bourdeau (commune non iris<e9>e)";1517;544;5.85159;45.6763030003897
"73051";84;"73";"Le Bourget-du-Lac";"730510000";"Le Bourget-du-Lac (commune non iris<e9>e)";685;4486;5.85363445;45.6419352003943
"73052";84;"73";"Bourget-en-Huile";"730520000";"Bourget-en-Huile (commune non iris<e9>e)";1;148;6.21203105;45.4810330504152
"73053";84;"73";"Bourgneuf";"730530000";"Bourgneuf (commune non iris<e9>e)";60;685;6.25150455;45.5527703004061
"73054";84;"73";"Bourg-Saint-Maurice";"730540101";"Chef Lieu";1407;4736;6.7614522;45.663728800391
"73054";84;"73";"Bourg-Saint-Maurice";"730540102";"Villages et Station Arcs";5938;2468;6.7614522;45.663728800391
"73055";84;"73";"Bozel";"730550000";"Bozel (commune non iris<e9>e)";148;2018;6.6536056;45.4575932504181
"73057";84;"73";"Brides-les-Bains";"730570000";"Brides-les-Bains (commune non iris<e9>e)";2922;523;6.57143005;45.4546492504185
"73058";84;"73";"La Bridoire";"730580000";"La Bridoire (commune non iris<e9>e)";21;1215;5.74022245;45.530277350409
"73059";84;"73";"Brison-Saint-Innocent";"730590000";"Brison-Saint-Innocent (commune non iris<e9>e)";600;2132;5.88217725;45.7404242503808
"73061";84;"73";"C<e9>sarches";"730610000";"C<e9>sarches (commune non iris<e9>e)";86;417;6.41340945;45.7026941503861
"73063";84;"73";"Cevins";"730630000";"Cevins (commune non iris<e9>e)";15;709;6.4968874;45.6104955503985
"73064";84;"73";"Challes-les-Eaux";"730640000";"Challes-les-Eaux (commune non iris<e9>e)";478;5229;5.9829216;45.5498419504065
"73065";84;"73";"Chamb<e9>ry";"730650301";"Stade 1";309;4018;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650603";"Chambery-Le-Haut 3";129;1777;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650501";"Chambery-Le-Vieux";309;3174;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650801";"Merande 1";132;2131;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650303";"Stade 3";1168;2170;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650201";"Biollay 1";552;3428;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650202";"Biollay 2";209;2238;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650701";"Chantemerle";264;2211;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650601";"Chambery-Le-Haut 1";57;1607;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730651002";"Montmelian 2";1251;3016;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650402";"Bissy 2";306;3001;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650902";"Centre-Ville 2";1426;2501;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650101";"Bellevue";75;1851;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650302";"Stade 2";290;2812;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650604";"Chambery-Le-Haut 4";472;2195;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730651001";"Montmelian 1";1425;3169;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650903";"Centre-Ville 3";2268;2712;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650605";"Chambery-Le-Haut 5";72;1755;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650401";"Bissy 1";999;2541;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650602";"Chambery-Le-Haut 2";14;2770;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650802";"Merande 2";279;3624;5.9063363;45.5822482504022
"73065";84;"73";"Chamb<e9>ry";"730650901";"Centre-Ville 1";2471;4788;5.9063363;45.5822482504022
"73067";84;"73";"La Chambre";"730670000";"La Chambre (commune non iris<e9>e)";60;1141;6.2930165;45.3686202504288
"73068";84;"73";"Chamousset";"730680000";"Chamousset (commune non iris<e9>e)";243;576;6.2109836;45.5654860004044
